Hora,Nombre completo del usuario,Contexto del evento,Componente,Nombre evento,Descripción,Origen,Dirección IP
2020-06-18,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.198.132
2020-06-18,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-18,usuario_12,Foro2,Foro,Tema visto,The user with id '6101' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.62.21
2020-06-18,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-06-18,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-06-18,usuario_1,Foro2,Foro,Tema visto,The user with id '6370' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,191.127.4.251
2020-06-18,usuario_1,Foro2,Foro,Módulo de curso visto,The user with id '6370' viewed the 'forum' activity with course module id '181902'.,web,191.127.4.251
2020-06-18,usuario_1,CURSO,Sistema,Curso visto,The user with id '6370' viewed the course with id '2046'.,web,191.127.4.251
2020-06-18,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-18,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-18,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-18,usuario_10,Foro2,Foro,Tema visto,The user with id '6240' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Sistema,Finalización de actividad de curso actualizada,The user with id '6240' updated the completion state for the course module with id '181902' for the user with id '6240'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Mensaje creado,The user with id '6240' has created the post with id '14758' in the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Se ha suscrito a esta discusión,The user with id '6240' subscribed the user with id '6240' to the discussion  with id '5369' in the forum with the course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Algún contenido ha sido publicado.,The user with id '6240' has posted content in the forum post with id '14758' in the discussion '5369' located in the forum with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Tema visto,The user with id '6240' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Tema visto,The user with id '6240' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Módulo de curso visto,The user with id '6240' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,Foro2,Foro,Módulo de curso visto,The user with id '6240' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.174
2020-06-18,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-06-18,usuario_3,Foro2,Foro,Tema visto,The user with id '6353' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.4.151
2020-06-18,usuario_3,Foro2,Foro,Módulo de curso visto,The user with id '6353' viewed the 'forum' activity with course module id '181902'.,web,190.82.4.151
2020-06-18,usuario_3,CURSO,Sistema,Curso visto,The user with id '6353' viewed the course with id '2046'.,web,190.82.4.151
2020-06-18,usuario_4,Foro2,Foro,Tema visto,The user with id '5888' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,Foro2,Foro,Módulo de curso visto,The user with id '5888' viewed the 'forum' activity with course module id '181902'.,web,200.90.198.132
2020-06-18,usuario_4,CURSO,Sistema,Curso visto,The user with id '5888' viewed the course with id '2046'.,web,200.90.198.132
2020-06-18,usuario_5,Foro2,Foro,Tema visto,The user with id '6396' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,190.82.11.253
2020-06-18,usuario_5,Foro2,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '181902'.,web,190.82.11.253
2020-06-18,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.11.253
2020-06-18,usuario_5,Foro2,Foro,Módulo de curso visto,The user with id '6396' viewed the 'forum' activity with course module id '181902'.,web,190.82.11.253
2020-06-18,usuario_5,CURSO,Sistema,Curso visto,The user with id '6396' viewed the course with id '2046'.,web,190.82.11.253
2020-06-18,usuario_6,Foro2,Foro,Tema visto,The user with id '6442' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,Foro2,Foro,Módulo de curso visto,The user with id '6442' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,H5P-6,Cuestionario,Módulo de curso visto,The user with id '6442' viewed the 'quiz' activity with course module id '162849'.,web,181.72.131.108
2020-06-18,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-06-18,usuario_6,Foro2,Foro,Módulo de curso visto,The user with id '6442' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,Foro2,Foro,Módulo de curso visto,The user with id '6442' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.108
2020-06-18,usuario_6,CURSO,Sistema,Curso visto,The user with id '6442' viewed the course with id '2046'.,web,181.72.131.108
2020-06-17,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,"168,196,200,185"
2020-06-17,Profesor,Foro2,Foro,Módulo de curso visto,The user with id '1698' viewed the 'forum' activity with course module id '181902'.,web,179.9.8.255
2020-06-17,Profesor,CURSO,Sistema,Curso visto,The user with id '1698' viewed the course with id '2046'.,web,179.9.8.255
2020-06-17,usuario_11,Foro2,Foro,Tema visto,The user with id '6289' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,"168,196,200,185"
2020-06-17,usuario_11,Foro2,Foro,Módulo de curso visto,The user with id '6289' viewed the 'forum' activity with course module id '181902'.,web,"168,196,200,185"
2020-06-17,usuario_11,CURSO,Sistema,Curso visto,The user with id '6289' viewed the course with id '2046'.,web,"168,196,200,185"
2020-06-17,usuario_10,Foro2,Foro,Tema visto,The user with id '6240' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-17,usuario_10,Foro2,Foro,Tema visto,The user with id '6240' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.72.131.174
2020-06-17,usuario_10,Foro2,Foro,Módulo de curso visto,The user with id '6240' viewed the 'forum' activity with course module id '181902'.,web,181.72.131.174
2020-06-17,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-06-17,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-06-17,usuario_10,CURSO,Sistema,Curso visto,The user with id '6240' viewed the course with id '2046'.,web,181.72.131.174
2020-06-17,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Sistema,Módulo de curso actualizado,The user with id '581' updated the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Evento de calendario actualizado,The user with id '581' updated the event 'Neuromitos que circulan en internet debería ser completado' with id '5725'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Foro,Tema visto,The user with id '581' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,Foro2,Foro,Módulo de curso visto,The user with id '581' viewed the 'forum' activity with course module id '181902'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,Investigador,CURSO,Sistema,Curso visto,The user with id '581' viewed the course with id '2046'.,web,189.148.203.31
2020-06-17,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-17,usuario_8,Foro2,Foro,Se ha borrado la suscripción de esta discusión,The user with id '6762' unsubscribed the user with id '6762' from the discussion  with id '5369' in the forum with the course module id '181902'.,web,181.74.92.59
2020-06-17,usuario_8,Foro2,Foro,Se ha suscrito a esta discusión,The user with id '6762' subscribed the user with id '6762' to the discussion  with id '5369' in the forum with the course module id '181902'.,web,181.74.92.59
2020-06-17,usuario_12,Foro2,Foro,Tema visto,The user with id '6101' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.62.21
2020-06-17,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-06-17,usuario_12,CURSO,Sistema,Curso visto,The user with id '6101' viewed the course with id '2046'.,web,181.74.62.21
2020-06-17,usuario_8,Foro2,Foro,Tema visto,The user with id '6762' has viewed the discussion with id '5369' in the forum with course module id '181902'.,web,181.74.92.59
2020-06-17,usuario_12,Foro2,Foro,Módulo de curso visto,The user with id '6101' viewed the 'forum' activity with course module id '181902'.,web,181.74.62.21
2020-06-17,usuario_8,Foro2,Foro,Módulo de curso visto,The user with id '6762' viewed the 'forum' activity with course module id '181902'.,web,181.74.92.59
2020-06-17,usuario_8,CURSO,Sistema,Curso visto,The user with id '6762' viewed the course with id '2046'.,web,181.74.92.59
